Name_DecRadius,Class_Composition_SMASSII,Mass_kg,Radius_km,SMA_AU,Eccentricity,Inclination_deg,RotPeriod_hr,SciScore_A_Characterisation,SciScore_B_Interest,SciScore_Combined,SciFlags_Applied,SciPotential_Score_1to10,DeltaV_Score,Total_WeightedScore,Sub_Mass_Score,Sub_Radius_Score,Sub_Ecc_Score,Sub_Inc_Score,Sub_SMA_Score,Sub_RotPer_Score
24 Themis  (r=99.0km),B — Primitive blue (possible organics/ice) [SMASSII],5.69013052567964e+18,99,3.143254185,0.115343007,0.736699519,8.374,8,3,5,surface-ice(+3),9.98,0,5.2258,5,5,6.33,9.89,2.31,5.62
586 Thekla  (r=47.6km),Ch — Primitive carbonaceous [SMASSII],6.3252625902058e+17,47.6015,3.040349606,0.06546072,1.627925522,13.67,9,2,4.8,aqueous-alteration(+3),9.41,0,5.1447,4,4,8.69,9.69,3.91,8.24
19 Fortuna  (r=100.0km),Ch — Primitive carbonaceous [SMASSII],5.86430628670095e+18,100,2.442063444,0.158036184,1.573309761,7.4432,8,2,4.4,aqueous-alteration(+3),8.67,0,5.0009,5,5,4.6,9.76,9.04,4.49
554 Peraga  (r=47.9km),Ch — Primitive carbonaceous [SMASSII],6.45914211563802e+17,47.935,2.375173895,0.152849824,2.935883674,13.7128,9,2,4.8,aqueous-alteration(+3),9.41,0,4.9064,4,4,4.78,9.13,9.51,8.13
1 Ceres  (r=469.7km),C — Primitive carbonaceous [SMASSII],6.07684732893425e+20,469.7,2.765615652,0.07957632,10.58788658,9.07417,9,0,3.6,orbit-visited(-3),6.68,0,4.9038,10,10,7.98,3.53,6.07,6.56
91 Aegina  (r=51.7km),Ch — Primitive carbonaceous [SMASSII],8.10426203951578e+17,51.701,2.590333357,0.108182769,2.102439956,6.025,9,2,4.8,aqueous-alteration(+3),9.41,0,4.8802,4,4,6.73,9.53,8.42,3.09
58 Concordia  (r=53.3km),Ch — Primitive carbonaceous [SMASSII],8.85897419655626e+17,53.2585,2.699846364,0.045696809,5.072163969,9.895,9,2,4.8,aqueous-alteration(+3),9.41,0,4.8496,4,4,9.42,7.84,7.09,7.4
4 Vesta  (r=261.4km),V — Basaltic achondrite (differentiated crust) [SMASSII],2.0197348411274e+20,261.385,2.36154128,0.090167645,7.1440606,5.342127632,9,0,3.6,orbit-visited(-3),6.68,0,4.8336,8,8,7.47,6.2,9.64,2.44
48 Doris  (r=108.2km),Ch — Primitive carbonaceous [SMASSII],7.43597405187208e+18,108.2365,3.112870762,0.066263528,6.557769141,11.89,9,2,4.8,aqueous-alteration(+3),9.41,0,4.8184,5,5,8.58,6.64,3.13,9.87
90 Antiope  (r=58.0km),C — Primitive carbonaceous [SMASSII],1.14342732711611e+18,57.987,3.141267866,0.172446553,2.205400175,16.509,9,3,5.4,surface-ice(+3),10,0,4.7764,4,4,3.89,9.44,2.44,6.13
211 Isolda  (r=70.6km),Ch — Primitive carbonaceous [SMASSII],2.06033823833093e+18,70.5625,3.047970718,0.15457111,3.87368625,18.365,9,2,4.8,aqueous-alteration(+3),9.41,0,4.7762,5,5,4.73,8.51,3.84,4.89
62 Erato  (r=53.5km),Ch — Primitive carbonaceous [SMASSII],8.96015853361981e+17,53.4605,3.129557891,0.167973531,2.236946111,9.2213,9,2,4.8,aqueous-alteration(+3),9.41,0,4.7433,4,4,4.22,9.42,2.76,6.82
47 Aglaja  (r=84.1km),B — Primitive blue (possible organics/ice) [SMASSII],3.48660878300839e+18,84.087,2.881138964,0.133314138,4.969777119,13.178,9,1,4.2,B-type(+1),8.38,0,4.74,5,5,5.53,7.93,5.09,8.67
34 Circe  (r=66.5km),Ch — Primitive carbonaceous [SMASSII],1.72426181125493e+18,66.496,2.687939082,0.106784,5.4958795,12.15,9,2,4.8,aqueous-alteration(+3),9.41,0,4.7296,4,4,6.78,7.56,7.16,9.78
144 Vibilia  (r=71.2km),Ch — Primitive carbonaceous [SMASSII],2.11579518176805e+18,71.19,2.653452344,0.235600232,4.816044481,13.819,9,2,4.8,aqueous-alteration(+3),9.41,0,4.7176,5,5,1.78,8.09,7.73,8.02
11 Parthenope  (r=71.4km),Sk — Silicaceous stony [SMASSII],4.12420781269155e+18,71.4435,2.453167331,0.100477347,4.635746376,13.7204,9,0,3.6,none,6.68,0,4.7051,5,5,7.11,8.2,8.96,8.11
20 Massalia  (r=67.8km),S — Silicaceous stony [SMASSII],3.53109897832522e+18,67.84,2.408407833,0.143763565,0.709255859,8.098,9,0,3.6,none,6.68,0,4.698,5,4,5.16,9.91,9.27,5.16
10 Hygiea  (r=203.6km),C — Primitive carbonaceous [SMASSII],4.94645396484442e+19,203.56,3.147591335,0.108223833,3.832937411,13.828,8,0,3.2,none,3.81,0,4.6864,7,7,6.71,8.53,2.18,8
104 Klymene  (r=68.3km),Ch — Primitive carbonaceous [SMASSII],1.86651031965322e+18,68.2765,3.143270972,0.16249413,2.789722819,8.984,9,2,4.8,aqueous-alteration(+3),9.41,0,4.6829,4,4,4.38,9.2,2.29,6.42
431 Nephele  (r=51.0km),B — Primitive blue (possible organics/ice) [SMASSII],7.75620376503527e+17,50.95,3.145882266,0.171735961,1.829988468,13.53,9,1,4.2,B-type(+1),8.38,0,4.6818,4,4,4,9.64,2.24,8.38
30 Urania  (r=46.4km),Sl — Silicaceous stony [SMASSII],1.12933759641939e+18,46.3935,2.365630917,0.126729371,2.093698421,13.686,9,0,3.6,none,6.68,0,4.6802,4,4,5.91,9.56,9.58,8.2
308 Polyxo  (r=64.3km),T — Primitive transitional [SMASSII],1.55821240111744e+18,64.289,2.748696377,0.0383797,4.363294009,12.031,9,0,3.6,none,6.68,0,4.6611,4,4,9.62,8.31,6.38,9.98
16 Psyche  (r=111.0km),X — X-complex (metallic / enstatite) [SMASSII],2.00505176779678e+19,111,2.923314514,0.13434622,3.097291663,4.196,9,0,3.6,orbit-visited(-3),6.68,0,4.6602,6,6,5.47,8.98,4.71,1.69
49 Pales  (r=83.1km),Ch — Primitive carbonaceous [SMASSII],3.36842819268605e+18,83.126,3.098062538,0.221474352,3.201655558,20.705,9,2,4.8,aqueous-alteration(+3),9.41,0,4.6438,5,5,2.13,8.89,3.29,3.87
241 Germania  (r=84.5km),B — Primitive blue (possible organics/ice) [SMASSII],3.53195861925212e+18,84.45,3.045694065,0.106251007,5.517921865,15.51,9,1,4.2,B-type(+1),8.38,0,4.6431,5,5,6.82,7.53,3.89,6.91
88 Thisbe  (r=116.0km),B — Primitive blue (possible organics/ice) [SMASSII],9.15357222568636e+18,116,2.766963824,0.16528953,5.226419823,6.042,8,1,3.8,B-type(+1),8.2,0,4.6302,6,6,4.24,7.71,6.04,3.11
111 Ate  (r=63.2km),Ch — Primitive carbonaceous [SMASSII],1.47839513618475e+18,63.172,2.592676262,0.103490448,4.93242622,22.072,9,2,4.8,aqueous-alteration(+3),9.41,0,4.6056,4,4,6.96,8,8.38,3.58
135 Hertha  (r=39.6km),Xk — X-complex (metallic / enstatite) [SMASSII],9.11801006487599e+17,39.62,2.426899165,0.208371923,2.303289052,8.403,9,2,4.8,radar-ambiguous-M(+2),9.41,0,4.6047,4,3,2.64,9.38,9.13,5.76
26 Proserpina  (r=47.4km),S — Silicaceous stony [SMASSII],1.20444617977914e+18,47.4,2.655142704,0.088630933,3.554525042,13.11,9,0,3.6,none,6.68,0,4.5998,4,4,7.53,8.73,7.71,8.8
21 Lutetia  (r=49.0km),Xk — X-complex (metallic / enstatite) [SMASSII],1.7248244258102e+18,49,2.434023678,0.164783277,3.064568685,8.1655,9,1,4.2,radar-ambiguous-M(+2) | flyby-visited(-1),8.38,0,4.5951,4,4,4.31,9.07,9.07,5.22
40 Harmonia  (r=55.6km),S — Silicaceous stony [SMASSII],1.94658851502981e+18,55.6255,2.267850124,0.046289374,4.255751122,8.91,9,0,3.6,none,6.68,0,4.5807,4,4,9.38,8.36,9.89,6.36
83 Beatrix  (r=55.3km),X — X-complex (metallic / enstatite) [SMASSII],2.47279932009949e+18,55.2515,2.431634711,0.083024511,4.966657446,10.111,9,0,3.6,none,6.68,0,4.5629,5,4,7.76,7.96,9.11,7.73
177 Irma  (r=34.5km),Ch — Primitive carbonaceous [SMASSII],2.41323067959625e+17,34.5245,2.77206281,0.234689857,1.381489943,13.856,9,2,4.8,aqueous-alteration(+3),9.41,0,4.5407,3,3,1.84,9.78,5.93,7.96
110 Lydia  (r=43.0km),X — X-complex (metallic / enstatite) [SMASSII],1.1692968779707e+18,43.045,2.732703531,0.07910006,5.95940309,10.927,9,2,4.8,radar-ambiguous-M(+2),9.41,0,4.5389,4,3,8,7.11,6.67,8.64
124 Alkeste  (r=44.3km),S — Silicaceous stony [SMASSII],9.84848010841236e+17,44.324,2.629848027,0.078409915,2.963479384,9.906,9,0,3.6,none,6.68,0,4.5384,4,3,8.07,9.11,8.02,7.42
335 Roberta  (r=48.6km),B — Primitive blue (possible organics/ice) [SMASSII],6.71282157199577e+17,48.5545,2.47641983,0.171527139,5.102492383,12.054,9,1,4.2,B-type(+1),8.38,0,4.5098,4,4,4.04,7.8,8.84,9.93
257 Silesia  (r=36.3km),Ch — Primitive carbonaceous [SMASSII],2.81198395675082e+17,36.33,3.119250613,0.112404588,3.612006069,15.7095,9,2,4.8,aqueous-alteration(+3),9.41,0,4.4922,3,3,6.47,8.69,3.02,6.71
112 Iphigenia  (r=34.9km),Ch — Primitive carbonaceous [SMASSII],2.4947605603684e+17,34.909,2.433857452,0.127916087,2.597037723,31.466,9,2,4.8,aqueous-alteration(+3),9.41,0,4.4878,3,3,5.82,9.22,9.09,1.87
195 Eurykleia  (r=46.6km),Ch — Primitive carbonaceous [SMASSII],5.91700103045258e+17,46.5545,2.877870145,0.038788957,6.955347203,16.521,9,2,4.8,aqueous-alteration(+3),9.41,0,4.458,4,4,9.6,6.29,5.11,6.11
150 Nuwa  (r=59.6km),Cb — Primitive carbonaceous [SMASSII],1.23927648705022e+18,59.564,2.984739457,0.123917425,2.20152013,8.1347,9,0,3.6,none,6.68,0,4.4487,4,4,6.09,9.47,4.4,5.18
66 Maja  (r=35.9km),Ch — Primitive carbonaceous [SMASSII],2.71558161876537e+17,35.91,2.646772517,0.172075626,3.043199894,9.73509,8,2,4.4,aqueous-alteration(+3),8.67,0,4.4364,3,3,3.96,9.09,7.87,7.27
29 Amphitrite  (r=94.8km),S — Silicaceous stony [SMASSII],9.62931986665336e+18,94.7795,2.554121109,0.073350274,6.077438248,5.3921,9,0,3.6,none,6.68,0,4.4082,6,5,8.22,6.91,8.78,2.56
50 Virginia  (r=42.0km),Ch — Primitive carbonaceous [SMASSII],4.35623990651954e+17,42.037,2.651119343,0.284555655,2.839129815,14.315,9,2,4.8,aqueous-alteration(+3),9.41,0,4.398,3,3,1.18,9.16,7.78,7.58
207 Hedda  (r=28.9km),Ch — Primitive carbonaceous [SMASSII],1.42138662774707e+17,28.94,2.28406695,0.028484663,3.799517665,30.098,9,2,4.8,aqueous-alteration(+3),9.41,0,4.3798,2,2,9.78,8.58,9.87,2.07
160 Una  (r=40.6km),C — Primitive carbonaceous [SMASSII],3.93039684206864e+17,40.62,2.727665331,0.065609409,3.81880138,11.033,9,0,3.6,none,6.68,0,4.3731,3,3,8.64,8.56,6.73,8.84
569 Misa  (r=36.5km),Cg — Primitive carbonaceous [SMASSII],2.8457880193474e+17,36.475,2.659432718,0.178813911,1.287765648,11.595,9,0,3.6,none,6.68,0,4.3691,3,3,3.67,9.82,7.64,9.42
377 Campania  (r=45.2km),Ch — Primitive carbonaceous [SMASSII],5.40571874270093e+17,45.173,2.690377469,0.075225552,6.677600597,11.664,9,2,4.8,aqueous-alteration(+3),9.41,0,4.3567,3,3,8.16,6.53,7.13,9.51
142 Polana  (r=27.4km),B — Primitive blue (possible organics/ice) [SMASSII],1.20712878219321e+17,27.406,2.419144708,0.132763333,2.242569382,9.764,9,1,4.2,B-type(+1),8.38,0,4.344,2,2,5.58,9.4,9.24,7.29
162 Laurentia  (r=48.5km),Ch — Primitive carbonaceous [SMASSII],6.69458866434183e+17,48.5105,3.014262554,0.182998611,6.091999472,11.8686,9,2,4.8,aqueous-alteration(+3),9.41,0,4.3402,4,4,3.53,6.89,4,9.82
551 Ortrud  (r=40.6km),C — Primitive carbonaceous [SMASSII],3.91199283603391e+17,40.5565,2.968948508,0.11879151,0.394137917,17.416,9,0,3.6,none,6.68,0,4.3371,3,3,6.27,9.98,4.51,5.51
106 Dione  (r=103.9km),Cgh — Primitive carbonaceous [SMASSII],6.58409120676913e+18,103.9345,3.182491001,0.158853256,4.575003943,16.21,9,0,3.6,none,6.68,0,4.3367,5,5,4.56,8.24,1.36,6.31
163 Erigone  (r=40.8km),Ch — Primitive carbonaceous [SMASSII],3.9798049716437e+17,40.7895,2.366634135,0.191972551,4.815056163,16.136,9,2,4.8,aqueous-alteration(+3),9.41,0,4.298,3,3,3.2,8.11,9.56,6.38
114 Kassandra  (r=47.1km),Xk — X-complex (metallic / enstatite) [SMASSII],1.53078802698526e+18,47.089,2.675073687,0.138981508,4.945921051,10.7431,9,0,3.6,none,6.68,0,4.2931,4,4,5.27,7.98,7.36,8.49
63 Ausonia  (r=58.0km),Sa — Silicaceous stony [SMASSII],2.20917671784126e+18,58.022,2.394579216,0.128157107,5.773344963,9.298,9,0,3.6,none,6.68,0,4.2887,5,4,5.8,7.31,9.31,6.93
171 Ophelia  (r=65.4km),C — Primitive carbonaceous [SMASSII],1.6407014978555e+18,65.404,3.127973571,0.132783216,2.547010098,6.66535,9,0,3.6,none,6.68,0,4.2807,4,4,5.56,9.24,2.84,3.67
442 Eichsfeldia  (r=31.1km),Ch — Primitive carbonaceous [SMASSII],1.76153070094742e+17,31.0855,2.345561248,0.070738745,6.068254581,11.871,9,2,4.8,aqueous-alteration(+3),9.41,0,4.2767,2,2,8.4,6.93,9.73,9.84
206 Hersilia  (r=56.5km),C — Primitive carbonaceous [SMASSII],1.05769874352024e+18,56.5,2.74199902,0.040829469,3.780685768,11.122,8,0,3.2,none,3.81,0,4.2718,4,4,9.53,8.6,6.49,8.91
159 Aemilia  (r=62.6km),Ch — Primitive carbonaceous [SMASSII],1.43983995793656e+18,62.618,3.108003631,0.099366867,6.114337921,24.476,9,2,4.8,aqueous-alteration(+3),9.41,0,4.262,4,4,7.13,6.87,3.2,2.98
37 Fides  (r=54.2km),S — Silicaceous stony [SMASSII],1.79824612630237e+18,54.175,2.643038375,0.174714191,3.067627078,7.3335,9,0,3.6,none,6.68,0,4.2611,4,4,3.76,9.04,7.93,4.33
147 Protogeneia  (r=66.5km),C — Primitive carbonaceous [SMASSII],1.72185141659986e+18,66.465,3.13721724,0.022022134,1.932861902,7.8528,8,0,3.2,none,3.81,0,4.25,4,4,9.91,9.58,2.49,4.91
64 Angelina  (r=29.1km),Xe — X-complex (metallic / enstatite) [SMASSII],3.62989059302797e+17,29.146,2.680924509,0.126549921,1.305823278,8.752,9,0,3.6,none,6.68,0,4.242,3,2,5.93,9.8,7.24,6.16
196 Philomela  (r=72.3km),S — Silicaceous stony [SMASSII],4.27662835423171e+18,72.313,3.114848198,0.013635638,7.261088871,8.334,9,0,3.6,none,6.68,0,4.2393,5,5,9.96,6.11,3.09,5.58
184 Dejopeja  (r=31.2km),X — X-complex (metallic / enstatite) [SMASSII],4.47046075000572e+17,31.2415,3.190652642,0.058923487,1.129909202,6.4416,9,0,3.6,none,6.68,0,4.2149,3,2,9.04,9.87,1.22,3.49
209 Dido  (r=89.5km),Xc — X-complex (metallic / enstatite) [SMASSII],1.05119669729107e+19,89.504,3.150129367,0.053284558,7.165048851,5.7366,9,0,3.6,none,6.68,0,4.2002,6,5,9.24,6.18,2.11,2.82
240 Vanadis  (r=44.0km),C — Primitive carbonaceous [SMASSII],4.9831991359846e+17,43.964,2.662520688,0.208908179,2.106269936,10.565,9,0,3.6,none,6.68,0,4.1984,3,3,2.62,9.51,7.62,8.29
59 Elpis  (r=82.6km),B — Primitive blue (possible organics/ice) [SMASSII],3.3000293867159e+18,82.5595,2.713657457,0.11662738,8.64827569,13.671,9,1,4.2,B-type(+1),8.38,0,4.196,5,5,6.29,4.89,6.96,8.22
32 Pomona  (r=40.4km),S — Silicaceous stony [SMASSII],7.44648497038325e+17,40.38,2.587847794,0.081306691,5.520820472,9.448,9,0,3.6,none,6.68,0,4.1953,4,3,7.89,7.49,8.47,7
27 Euterpe  (r=48.0km),S — Silicaceous stony [SMASSII],1.25076605308489e+18,48,2.347173046,0.171563731,1.583323523,10.4082,8,0,3.2,none,3.81,0,4.1949,4,4,4.02,9.73,9.71,7.98
494 Virtus  (r=50.4km),Ch — Primitive carbonaceous [SMASSII],7.50459545008264e+17,50.393,2.985633761,0.064234988,7.077691633,40.42,9,2,4.8,aqueous-alteration(+3),9.41,0,4.1944,4,4,8.76,6.24,4.38,1.38
45 Eugenia  (r=101.2km),C — Primitive carbonaceous [SMASSII],6.07139074447958e+18,101.1635,2.721582321,0.082172422,6.605637305,5.699,9,0,3.6,none,6.68,0,4.178,5,5,7.82,6.62,6.91,2.78
127 Johanna  (r=61.0km),Ch — Primitive carbonaceous [SMASSII],1.33108610526167e+18,61,2.755860204,0.063328727,8.238027463,12.7988,7,2,4,aqueous-alteration(+3),8.26,0,4.1753,4,4,8.78,5.22,6.2,9.11
268 Adorea  (r=72.3km),FC — Primitive carbonaceous [Tholen],2.21562560763979e+18,72.2925,3.090791214,0.137194364,2.440908736,7.8,8,0,3.2,none,3.81,0,4.1709,5,5,5.36,9.27,3.44,4.84
379 Huenna  (r=42.4km),C — Primitive carbonaceous [SMASSII],4.4680133796371e+17,42.3935,3.141891752,0.179050249,1.671030004,14.141,9,0,3.6,none,6.68,0,4.1656,3,3,3.64,9.67,2.38,7.78
17 Thetis  (r=42.4km),Sl — Silicaceous stony [SMASSII],8.65107567510849e+17,42.4495,2.472822588,0.131258395,5.59392353,12.27048,9,0,3.6,none,6.68,0,4.1584,4,3,5.6,7.42,8.87,9.64
140 Siwa  (r=54.9km),Xc — X-complex (metallic / enstatite) [SMASSII],2.42524167178609e+18,54.895,2.730571574,0.217954256,3.191291075,34.445,9,0,3.6,none,6.68,0,4.1371,5,4,2.24,8.93,6.71,1.67
52 Europa  (r=152.0km),C — Primitive carbonaceous [SMASSII],2.05776570881933e+19,151.959,3.092193381,0.11200166,7.480921969,5.6304,9,0,3.6,none,6.68,0,4.1349,6,6,6.49,5.98,3.42,2.67
77 Frigga  (r=30.7km),Xe — X-complex (metallic / enstatite) [SMASSII],4.239938593461e+17,30.695,2.667440225,0.133542443,2.421201244,9.0032,9,0,3.6,none,6.68,0,4.1309,3,2,5.51,9.29,7.49,6.44
358 Apollonia  (r=45.1km),Ch — Primitive carbonaceous [SMASSII],5.36453863055996e+17,45.058,2.877021082,0.151708239,3.553755259,50.6,8,2,4.4,aqueous-alteration(+3),8.67,0,4.128,3,3,4.87,8.76,5.13,1.22
44 Nysa  (r=35.3km),Xc — X-complex (metallic / enstatite) [SMASSII],6.45979503545616e+17,35.32,2.423190705,0.149877697,3.71255278,6.422,9,0,3.6,none,6.68,0,4.122,4,3,4.93,8.64,9.18,3.47
388 Charybdis  (r=62.9km),C — Primitive carbonaceous [SMASSII],1.45778031716443e+18,62.877,3.004874768,0.064992709,6.448123336,9.516,9,0,3.6,none,6.68,0,4.1216,4,4,8.71,6.69,4.22,7.04
514 Armida  (r=60.0km),XC — X-complex (metallic / enstatite) [Tholen],3.17409373887885e+18,60.0465,3.047209405,0.03680491,3.880789249,21.851,8,0,3.2,none,3.81,0,4.1158,5,4,9.69,8.49,3.87,3.64
51 Nemausa  (r=69.1km),Ch — Primitive carbonaceous [SMASSII],1.93314398010004e+18,69.0795,2.365547904,0.065927226,9.972945325,7.783,9,2,4.8,aqueous-alteration(+3),9.41,0,4.1109,4,5,8.6,4.07,9.6,4.8
222 Lucia  (r=27.7km),BU — Primitive blue (possible organics/ice) [Tholen],1.24302405626994e+17,27.675,3.150292056,0.130703069,2.140803662,7.8371,8,1,3.8,B-type(+1),8.2,0,4.1009,2,2,5.64,9.49,2.09,4.87
120 Lachesis  (r=77.6km),C — Primitive carbonaceous [SMASSII],2.73672294050063e+18,77.566,3.120262759,0.049000114,6.941077196,46.551,9,0,3.6,none,6.68,0,4.0722,5,5,9.33,6.33,3,1.27
203 Pompeja  (r=62.3km),DCX: — Primitive dark (organic-rich) [Tholen],1.41774175420592e+18,62.296,2.738525074,0.061096959,3.172082218,24.052,8,0,3.2,none,3.81,0,4.0722,4,4,8.91,8.96,6.56,3.04
200 Dynamene  (r=64.2km),Ch — Primitive carbonaceous [SMASSII],1.54816334983369e+18,64.1505,2.73802494,0.133598782,6.900311478,37.394,9,2,4.8,aqueous-alteration(+3),9.41,0,4.0696,4,4,5.49,6.36,6.6,1.49
46 Hestia  (r=65.7km),Xc — X-complex (metallic / enstatite) [SMASSII],4.16443958058955e+18,65.7355,2.525879736,0.171929293,2.351324432,21.04,8,0,3.2,none,3.81,0,4.0438,5,4,3.98,9.33,8.82,3.71
503 Evelyn  (r=40.8km),Ch — Primitive carbonaceous [SMASSII],3.9946050363654e+17,40.84,2.725463951,0.173170368,5.011308204,38.871,9,2,4.8,aqueous-alteration(+3),9.41,0,4.0402,3,3,3.87,7.89,6.8,1.42
5 Astraea  (r=53.3km),S — Silicaceous stony [SMASSII],1.7172891814517e+18,53.3495,2.576864645,0.187508617,5.359248121,16.806,9,0,3.6,none,6.68,0,4.0367,4,4,3.36,7.67,8.58,5.89
103 Hera  (r=42.0km),S — Silicaceous stony [SMASSII],8.351654026658e+17,41.954,2.702774435,0.081043207,5.426017176,23.74,9,0,3.6,none,6.68,0,4.0362,4,3,7.91,7.6,7.07,3.13
175 Andromache  (r=47.3km),Cg — Primitive carbonaceous [SMASSII],6.1924598135615e+17,47.266,3.186761612,0.231501672,3.217621989,8.324,9,0,3.6,none,6.68,0,4.0313,4,4,1.93,8.87,1.29,5.53
743 Eugenisis  (r=25.5km),Ch — Primitive carbonaceous [SMASSII],9.76506759766296e+16,25.536,2.792330362,0.059160864,4.840508586,10.23,8,2,4.4,aqueous-alteration(+3),8.67,0,4.028,1,1,9.02,8.04,5.62,7.8
128 Nemesis  (r=81.3km),C — Primitive carbonaceous [SMASSII],3.14634987431064e+18,81.2575,2.749973114,0.12700639,6.246829389,38.9325,9,0,3.6,none,6.68,0,4.0251,5,5,5.87,6.78,6.33,1.4
74 Galatea  (r=59.4km),C — Primitive carbonaceous [SMASSII],1.22627697237315e+18,59.355,2.78221713,0.236797638,4.070780613,17.268,9,0,3.6,none,6.68,0,4.0184,4,4,1.73,8.4,5.78,5.6
8 Flora  (r=73.7km),S — Silicaceous stony [Tholen],4.53585274636318e+18,73.7455,2.201307163,0.156333713,5.890326395,12.865,8,0,3.2,none,3.81,0,4.0158,5,5,4.67,7.2,9.98,9.07
119 Althaea  (r=28.6km),Sl — Silicaceous stony [SMASSII],2.65966079988851e+17,28.65,2.580817835,0.081873975,5.786828662,11.484,9,0,3.6,none,6.68,0,4.0069,3,2,7.87,7.29,8.53,9.29
213 Lilaea  (r=41.0km),B — Primitive blue (possible organics/ice) [SMASSII],4.05595053568732e+17,41.048,2.754601345,0.145640533,6.819570364,12.042,9,1,4.2,B-type(+1),8.38,0,4.0044,3,3,5.07,6.42,6.24,9.96
261 Prymno  (r=25.0km),X — X-complex (metallic / enstatite) [SMASSII],2.29225686734761e+17,25.0055,2.331033904,0.090406873,3.633978175,8.002,9,0,3.6,none,6.68,0,3.9931,3,1,7.44,8.67,9.78,5.07
43 Ariadne  (r=35.7km),Sk — Silicaceous stony [SMASSII],5.13288697707813e+17,35.67,2.203478106,0.168147324,3.470553261,5.76218,9,0,3.6,none,6.68,0,3.9838,3,3,4.18,8.82,9.96,2.87
82 Alkmene  (r=28.8km),Sq — Silicaceous stony [SMASSII],2.70461068691468e+17,28.8105,2.763971493,0.221103398,2.825140389,12.999,9,0,3.6,none,6.68,0,3.9771,3,2,2.16,9.18,6.09,8.89
212 Medea  (r=68.1km),DCX: — Primitive dark (organic-rich) [Tholen],1.84881084176173e+18,68.06,3.11730023,0.102875422,4.277943619,10.283,8,0,3.2,none,3.81,0,3.9558,4,4,6.98,8.33,3.07,7.89
69 Hesperia  (r=69.1km),X — X-complex (metallic / enstatite) [SMASSII],4.8298172923976e+18,69.065,2.977057203,0.168952904,8.585627803,5.655,9,2,4.8,radar-ambiguous-M(+2),9.41,0,3.9504,5,5,4.16,4.93,4.47,2.69
517 Edith  (r=55.9km),X — X-complex (metallic / enstatite) [Tholen],2.56708641366266e+18,55.945,3.155536185,0.179670817,3.2284101,9.2747,8,0,3.2,none,3.81,0,3.9136,5,4,3.62,8.84,1.91,6.89
419 Aurelia  (r=74.4km),F — Primitive carbonaceous [Tholen],2.41028459672399e+18,74.3505,2.59570823,0.252281007,3.931316125,16.784,8,0,3.2,none,3.81,0,3.9104,5,5,1.33,8.47,8.36,5.91
223 Rosa  (r=39.9km),X — X-complex (metallic / enstatite) [Tholen],9.31479493151302e+17,39.903,3.092318254,0.120681176,1.923022826,20.283,8,0,3.2,none,3.81,0,3.8958,4,3,6.22,9.6,3.4,4.02
345 Tercidina  (r=45.1km),Ch — Primitive carbonaceous [SMASSII],5.38725125665954e+17,45.1215,2.32532625,0.061261474,9.743466148,12.371,8,2,4.4,aqueous-alteration(+3),8.67,0,3.8933,3,3,8.87,4.27,9.8,9.47
94 Aurora  (r=102.4km),C — Primitive carbonaceous [SMASSII],6.30505595799797e+18,102.445,3.1563619,0.096384844,7.969781987,7.22,9,0,3.6,none,6.68,0,3.8918,5,5,7.29,5.58,1.84,4.18
245 Vera  (r=38.0km),S — Silicaceous stony [SMASSII],6.193391966754e+17,37.9745,3.095080969,0.197575892,5.179189068,14.38,9,0,3.6,none,6.68,0,3.8718,4,3,2.98,7.76,3.33,7.51
490 Veritas  (r=59.4km),Ch — Primitive carbonaceous [SMASSII],1.2291613071249e+18,59.4015,3.175356698,0.088500881,9.290085707,7.93,9,2,4.8,aqueous-alteration(+3),9.41,0,3.8704,4,4,7.58,4.56,1.49,4.93
210 Isabella  (r=43.3km),Cb — Primitive carbonaceous [SMASSII],4.76905530851726e+17,43.325,2.721803506,0.123283815,5.258795127,6.672,9,0,3.6,none,6.68,0,3.8447,3,3,6.11,7.69,6.89,3.69
116 Sirona  (r=35.9km),Sk — Silicaceous stony [SMASSII],5.21098536519305e+17,35.85,2.768396033,0.138052693,3.561361782,12.028,8,0,3.2,none,3.81,0,3.8344,3,3,5.31,8.71,6,10
233 Asterope  (r=49.8km),K — Eos-family stony (intermediate) [SMASSII],1.39985129994776e+18,49.836,2.658789536,0.101640759,7.690731362,19.694,9,0,3.6,none,6.68,0,3.8269,4,4,7.07,5.91,7.67,4.31
7 Iris  (r=99.9km),S — Silicaceous stony [SMASSII],1.12809182392652e+19,99.915,2.386528966,0.230213312,5.518812911,7.139,8,0,3.2,none,3.81,0,3.8242,6,5,1.98,7.51,9.36,4.07
38 Leda  (r=46.1km),Cgh — Primitive carbonaceous [SMASSII],5.75567678221185e+17,46.1275,2.742576316,0.150928237,6.951653968,12.838,9,0,3.6,none,6.68,0,3.8233,3,4,4.89,6.31,6.47,9.09
447 Valentine  (r=42.6km),TD — Primitive transitional [Tholen],4.53745572151257e+17,42.612,2.984274684,0.045793002,4.797916905,9.651,8,0,3.2,none,3.81,0,3.8198,3,3,9.4,8.13,4.42,7.18
539 Pamina  (r=34.2km),Ch — Primitive carbonaceous [SMASSII],2.34129739171132e+17,34.178,2.738150839,0.213237381,6.799552757,13.903,8,2,4.4,aqueous-alteration(+3),8.67,0,3.8156,3,3,2.42,6.44,6.58,7.91
